timestamp, frameNumber, roiName, z, drPixel, drRef, confidence, userData
35.523117, 121, 98E2D7D2, 190.000000, [-1 0 20], [-0.03125 0 20], [0.0233935043215752 0.0233935043215752 0.0233935043215752], 
35.523117, 121, CCE52F79, 190.000000, [2 -2 14], [0.0625 -0.0625 14], [0.0189496800303459 0.0189496800303459 0.0189496800303459], 
35.819143, 122, B37B3544, 190.000000, [0 0 6], [0 0 6], [0.0564139075577259 0.0564139075577259 0.0564139075577259], 
35.819143, 122, A50F49E7, 190.000000, [0 0 1], [0 0 1], [0.057988416403532 0.057988416403532 0.057988416403532], 
35.819143, 122, 1B96C00C, 190.000000, [0 0 4], [0 0 4], [0.0321489833295345 0.0321489833295345 0.0321489833295345], 
35.819143, 122, 89A42D1A, 190.000000, [0 0 1], [0 0 1], [0.0253285095095634 0.0253285095095634 0.0253285095095634], 
35.819143, 122, 9531C9E8, 190.000000, [0 0 8], [0 0 8], [0.0350181832909584 0.0350181832909584 0.0350181832909584], 
35.819143, 122, 98E2D7D2, 190.000000, [0 2 -22], [0 0.0625 -22], [0.0216924082487822 0.0216924082487822 0.0216924082487822], 
35.819143, 122, CCE52F79, 190.000000, [0 -1 -17], [0 -0.03125 -17], [0.0216782037168741 0.0216782037168741 0.0216782037168741], 
36.115170, 123, B37B3544, 190.000000, [0 0 8], [0 0 8], [0.0558358728885651 0.0558358728885651 0.0558358728885651], 
36.115170, 123, A50F49E7, 190.000000, [0 0 9], [0 0 9], [0.053321085870266 0.053321085870266 0.053321085870266], 
36.115170, 123, 1B96C00C, 190.000000, [0 0 -4], [0 0 -4], [0.0338470041751862 0.0338470041751862 0.0338470041751862], 
36.115170, 123, 89A42D1A, 190.000000, [0 0 10], [0 0 10], [0.0272591635584831 0.0272591635584831 0.0272591635584831], 
36.115170, 123, 9531C9E8, 190.000000, [0 0 -5], [0 0 -5], [0.0375000461935997 0.0375000461935997 0.0375000461935997], 
36.115170, 123, 98E2D7D2, 190.000000, [0 -6 6], [0 -0.1875 6], [0.0234535690397024 0.0234535690397024 0.0234535690397024], 
36.115170, 123, CCE52F79, 190.000000, [-2 -5 -2], [-0.0625 -0.15625 -2], [0.0209264643490314 0.0209264643490314 0.0209264643490314], 
36.411197, 124, B37B3544, 190.000000, [0 0 7], [0 0 7], [0.0533055178821087 0.0533055178821087 0.0533055178821087], 
36.411197, 124, A50F49E7, 190.000000, [0 0 4], [0 0 4], [0.0594585239887238 0.0594585239887238 0.0594585239887238], 
36.411197, 124, 1B96C00C, 190.000000, [0 0 -2], [0 0 -2], [0.0327657535672188 0.0327657535672188 0.0327657535672188], 
36.411197, 124, 89A42D1A, 190.000000, [0 0 7], [0 0 7], [0.024821599945426 0.024821599945426 0.024821599945426], 
36.411197, 124, 9531C9E8, 190.000000, [0 0 0], [0 0 0], [0.0379263237118721 0.0379263237118721 0.0379263237118721], 
36.411197, 124, 98E2D7D2, 190.000000, [0 1 20], [0 0.03125 20], [0.0239278040826321 0.0239278040826321 0.0239278040826321], 
36.411197, 124, CCE52F79, 190.000000, [0 0 -21], [0 0 -21], [0.0203936081379652 0.0203936081379652 0.0203936081379652], 
36.707223, 125, B37B3544, 190.000000, [0 0 0], [0 0 0], [0.0577752739191055 0.0577752739191055 0.0577752739191055], 
36.707223, 125, A50F49E7, 190.000000, [0 0 8], [0 0 8], [0.0576741211116314 0.0576741211116314 0.0576741211116314], 
36.707223, 125, 1B96C00C, 190.000000, [0 1 18], [0 0.03125 18], [0.0323200561106205 0.0323200561106205 0.0323200561106205], 
36.707223, 125, 89A42D1A, 190.000000, [1 1 26], [0.03125 0.03125 26], [0.022979062050581 0.022979062050581 0.022979062050581], 
36.707223, 125, 9531C9E8, 190.000000, [0 0 7], [0 0 7], [0.0417374856770039 0.0417374856770039 0.0417374856770039], 
36.707223, 125, 98E2D7D2, 190.000000, [0 -4 1], [0 -0.125 1], [0.0231293197721243 0.0231293197721243 0.0231293197721243], 
36.707223, 125, CCE52F79, 190.000000, [-1 1 -19], [-0.03125 0.03125 -19], [0.0194391515105963 0.0194391515105963 0.0194391515105963], 
37.003250, 126, B37B3544, 190.000000, [0 0 5], [0 0 5], [0.0532589294016361 0.0532589294016361 0.0532589294016361], 
37.003250, 126, A50F49E7, 190.000000, [0 0 1], [0 0 1], [0.0552439540624619 0.0552439540624619 0.0552439540624619], 
37.003250, 126, 1B96C00C, 190.000000, [0 0 0], [0 0 0], [0.0375926941633224 0.0375926941633224 0.0375926941633224], 
37.003250, 126, 89A42D1A, 190.000000, [0 -1 -11], [0 -0.03125 -11], [0.0246105864644051 0.0246105864644051 0.0246105864644051], 
37.003250, 126, 9531C9E8, 190.000000, [0 0 -1], [0 0 -1], [0.0355738140642643 0.0355738140642643 0.0355738140642643], 
37.003250, 126, 98E2D7D2, 190.000000, [0 -1 8], [0 -0.03125 8], [0.0230260025709867 0.0230260025709867 0.0230260025709867], 
37.003250, 126, CCE52F79, 190.000000, [-1 -2 -16], [-0.03125 -0.0625 -16], [0.0206992384046316 0.0206992384046316 0.0206992384046316], 
37.299277, 127, B37B3544, 190.000000, [0 0 6], [0 0 6], [0.0543261170387268 0.0543261170387268 0.0543261170387268], 
37.299277, 127, A50F49E7, 190.000000, [0 0 1], [0 0 1], [0.0567231737077236 0.0567231737077236 0.0567231737077236], 
37.299277, 127, 1B96C00C, 190.000000, [0 0 -2], [0 0 -2], [0.0330750122666359 0.0330750122666359 0.0330750122666359], 
37.299277, 127, 89A42D1A, 190.000000, [0 0 9], [0 0 9], [0.0267157275229692 0.0267157275229692 0.0267157275229692], 
37.299277, 127, 9531C9E8, 190.000000, [0 0 9], [0 0 9], [0.0411120057106018 0.0411120057106018 0.0411120057106018], 
37.299277, 127, 98E2D7D2, 190.000000, [-3 -1 22], [-0.09375 -0.03125 22], [0.0222135838121176 0.0222135838121176 0.0222135838121176], 
37.299277, 127, CCE52F79, 190.000000, [0 -2 26], [0 -0.0625 26], [0.0200577527284622 0.0200577527284622 0.0200577527284622], 
37.595303, 128, B37B3544, 190.000000, [0 0 16], [0 0 16], [0.0515757501125336 0.0515757501125336 0.0515757501125336], 
37.595303, 128, A50F49E7, 190.000000, [0 0 3], [0 0 3], [0.0578917786478996 0.0578917786478996 0.0578917786478996], 
37.595303, 128, 1B96C00C, 190.000000, [0 1 14], [0 0.03125 14], [0.0335803925991058 0.0335803925991058 0.0335803925991058], 
37.595303, 128, 89A42D1A, 190.000000, [0 0 17], [0 0 17], [0.0255832448601723 0.0255832448601723 0.0255832448601723], 
37.595303, 128, 9531C9E8, 190.000000, [0 1 16], [0 0.03125 16], [0.037643950432539 0.037643950432539 0.037643950432539], 
37.595303, 128, 98E2D7D2, 190.000000, [0 0 1], [0 0 1], [0.0229469444602728 0.0229469444602728 0.0229469444602728], 
37.595303, 128, CCE52F79, 190.000000, [7 3 -12], [0.21875 0.09375 -12], [0.0194014366716146 0.0194014366716146 0.0194014366716146], 
37.891330, 129, B37B3544, 190.000000, [0 0 5], [0 0 5], [0.0572294853627682 0.0572294853627682 0.0572294853627682], 
37.891330, 129, A50F49E7, 190.000000, [0 0 7], [0 0 7], [0.0555101968348026 0.0555101968348026 0.0555101968348026], 
37.891330, 129, 1B96C00C, 190.000000, [0 0 0], [0 0 0], [0.0364876538515091 0.0364876538515091 0.0364876538515091], 
37.891330, 129, 89A42D1A, 190.000000, [0 1 25], [0 0.03125 25], [0.0236499663442373 0.0236499663442373 0.0236499663442373], 
37.891330, 129, 9531C9E8, 190.000000, [0 0 15], [0 0 15], [0.0396604239940643 0.0396604239940643 0.0396604239940643], 
37.891330, 129, 98E2D7D2, 190.000000, [0 0 -3], [0 0 -3], [0.0230242051184177 0.0230242051184177 0.0230242051184177], 
37.891330, 129, CCE52F79, 190.000000, [-1 -4 30], [-0.03125 -0.125 30], [0.0203116554766893 0.0203116554766893 0.0203116554766893], 
38.187357, 130, B37B3544, 190.000000, [0 0 0], [0 0 0], [0.0528661012649536 0.0528661012649536 0.0528661012649536], 
38.187357, 130, A50F49E7, 190.000000, [0 0 8], [0 0 8], [0.0575783029198647 0.0575783029198647 0.0575783029198647], 
38.187357, 130, 1B96C00C, 190.000000, [0 0 4], [0 0 4], [0.0330230630934238 0.0330230630934238 0.0330230630934238], 
38.187357, 130, 89A42D1A, 190.000000, [0 0 15], [0 0 15], [0.0272966176271439 0.0272966176271439 0.0272966176271439], 
38.187357, 130, 9531C9E8, 190.000000, [0 0 -1], [0 0 -1], [0.0374565050005913 0.0374565050005913 0.0374565050005913], 
38.187357, 130, 98E2D7D2, 190.000000, [0 0 6], [0 0 6], [0.0239500906318426 0.0239500906318426 0.0239500906318426], 
38.187357, 130, CCE52F79, 190.000000, [0 6 1], [0 0.1875 1], [0.0208394546061754 0.0208394546061754 0.0208394546061754], 
38.483384, 131, B37B3544, 190.000000, [0 0 9], [0 0 9], [0.0547958984971046 0.0547958984971046 0.0547958984971046], 
38.483384, 131, A50F49E7, 190.000000, [0 0 2], [0 0 2], [0.0557578578591347 0.0557578578591347 0.0557578578591347], 
38.483384, 131, 1B96C00C, 190.000000, [0 0 4], [0 0 4], [0.0353529863059521 0.0353529863059521 0.0353529863059521], 
38.483384, 131, 89A42D1A, 190.000000, [0 0 13], [0 0 13], [0.0247438494116068 0.0247438494116068 0.0247438494116068], 
38.483384, 131, 9531C9E8, 190.000000, [0 0 8], [0 0 8], [0.0429757051169872 0.0429757051169872 0.0429757051169872], 
38.483384, 131, 98E2D7D2, 190.000000, [0 -5 23], [0 -0.15625 23], [0.0211540646851063 0.0211540646851063 0.0211540646851063], 
38.483384, 131, CCE52F79, 190.000000, [0 1 14], [0 0.03125 14], [0.0224374011158943 0.0224374011158943 0.0224374011158943], 
38.779411, 132, B37B3544, 190.000000, [0 0 7], [0 0 7], [0.0543240942060947 0.0543240942060947 0.0543240942060947], 
38.779411, 132, A50F49E7, 190.000000, [0 0 8], [0 0 8], [0.0574066005647182 0.0574066005647182 0.0574066005647182], 
38.779411, 132, 1B96C00C, 190.000000, [0 0 6], [0 0 6], [0.0347589775919914 0.0347589775919914 0.0347589775919914], 
38.779411, 132, 89A42D1A, 190.000000, [0 1 24], [0 0.03125 24], [0.025062495842576 0.025062495842576 0.025062495842576], 
38.779411, 132, 9531C9E8, 190.000000, [0 0 18], [0 0 18], [0.0377717763185501 0.0377717763185501 0.0377717763185501], 
38.779411, 132, 98E2D7D2, 190.000000, [0 0 11], [0 0 11], [0.0233062691986561 0.0233062691986561 0.0233062691986561], 
38.779411, 132, CCE52F79, 190.000000, [1 3 26], [0.03125 0.09375 26], [0.0182183105498552 0.0182183105498552 0.0182183105498552], 
39.075437, 133, B37B3544, 190.000000, [0 0 9], [0 0 9], [0.0532464906573296 0.0532464906573296 0.0532464906573296], 
39.075437, 133, A50F49E7, 190.000000, [0 0 4], [0 0 4], [0.0570777356624603 0.0570777356624603 0.0570777356624603], 
39.075437, 133, 1B96C00C, 190.000000, [0 0 6], [0 0 6], [0.0348074734210968 0.0348074734210968 0.0348074734210968], 
39.075437, 133, 89A42D1A, 190.000000, [0 0 18], [0 0 18], [0.0266799740493298 0.0266799740493298 0.0266799740493298], 
39.075437, 133, 9531C9E8, 190.000000, [0 0 -2], [0 0 -2], [0.0376529879868031 0.0376529879868031 0.0376529879868031], 
39.075437, 133, 98E2D7D2, 190.000000, [0 1 15], [0 0.03125 15], [0.0210160929709673 0.0210160929709673 0.0210160929709673], 
39.075437, 133, CCE52F79, 190.000000, [0 2 0], [0 0.0625 0], [0.020490974187851 0.020490974187851 0.020490974187851], 
39.371464, 134, B37B3544, 190.000000, [0 0 9], [0 0 9], [0.0548099018633366 0.0548099018633366 0.0548099018633366], 
39.371464, 134, A50F49E7, 190.000000, [0 0 3], [0 0 3], [0.0585188418626785 0.0585188418626785 0.0585188418626785], 
39.371464, 134, 1B96C00C, 190.000000, [0 0 -6], [0 0 -6], [0.0349367819726467 0.0349367819726467 0.0349367819726467], 
39.371464, 134, 89A42D1A, 190.000000, [0 -1 -8], [0 -0.03125 -8], [0.030054833739996 0.030054833739996 0.030054833739996], 
39.371464, 134, 9531C9E8, 190.000000, [0 0 -1], [0 0 -1], [0.0374484807252884 0.0374484807252884 0.0374484807252884], 
39.371464, 134, 98E2D7D2, 190.000000, [0 0 21], [0 0 21], [0.0209518503397703 0.0209518503397703 0.0209518503397703], 
39.371464, 134, CCE52F79, 190.000000, [0 -1 28], [0 -0.03125 28], [0.0267840176820755 0.0267840176820755 0.0267840176820755], 
39.667491, 135, B37B3544, 190.000000, [0 0 10], [0 0 10], [0.0545514859259129 0.0545514859259129 0.0545514859259129], 
39.667491, 135, A50F49E7, 190.000000, [0 0 4], [0 0 4], [0.0574877820909023 0.0574877820909023 0.0574877820909023], 
39.667491, 135, 1B96C00C, 190.000000, [0 0 9], [0 0 9], [0.0341671891510487 0.0341671891510487 0.0341671891510487], 
39.667491, 135, 89A42D1A, 190.000000, [0 0 18], [0 0 18], [0.0259920675307512 0.0259920675307512 0.0259920675307512], 
39.667491, 135, 9531C9E8, 190.000000, [0 0 8], [0 0 8], [0.0378665439784527 0.0378665439784527 0.0378665439784527], 
39.667491, 135, 98E2D7D2, 190.000000, [0 2 17], [0 0.0625 17], [0.0221007447689772 0.0221007447689772 0.0221007447689772], 
39.667491, 135, CCE52F79, 190.000000, [1 -1 30], [0.03125 -0.03125 30], [0.0185504518449306 0.0185504518449306 0.0185504518449306], 
39.963518, 136, B37B3544, 190.000000, [0 0 12], [0 0 12], [0.0538085177540779 0.0538085177540779 0.0538085177540779], 
39.963518, 136, A50F49E7, 190.000000, [0 0 6], [0 0 6], [0.0590084418654442 0.0590084418654442 0.0590084418654442], 
39.963518, 136, 1B96C00C, 190.000000, [0 0 9], [0 0 9], [0.0355968736112118 0.0355968736112118 0.0355968736112118], 
39.963518, 136, 89A42D1A, 190.000000, [0 0 20], [0 0 20], [0.0261692740023136 0.0261692740023136 0.0261692740023136], 
39.963518, 136, 9531C9E8, 190.000000, [0 0 10], [0 0 10], [0.0370572693645954 0.0370572693645954 0.0370572693645954], 
39.963518, 136, 98E2D7D2, 190.000000, [0 0 17], [0 0 17], [0.0226373299956322 0.0226373299956322 0.0226373299956322], 
39.963518, 136, CCE52F79, 190.000000, [0 1 24], [0 0.03125 24], [0.0210531018674374 0.0210531018674374 0.0210531018674374], 
40.259545, 137, B37B3544, 190.000000, [0 0 9], [0 0 9], [0.0571287870407104 0.0571287870407104 0.0571287870407104], 
40.259545, 137, A50F49E7, 190.000000, [0 0 4], [0 0 4], [0.0585442446172237 0.0585442446172237 0.0585442446172237], 
40.259545, 137, 1B96C00C, 190.000000, [0 0 -9], [0 0 -9], [0.0365511365234852 0.0365511365234852 0.0365511365234852], 
40.259545, 137, 89A42D1A, 190.000000, [0 0 10], [0 0 10], [0.0256694611161947 0.0256694611161947 0.0256694611161947], 
40.259545, 137, 9531C9E8, 190.000000, [0 0 2], [0 0 2], [0.0418765880167484 0.0418765880167484 0.0418765880167484], 
40.259545, 137, 98E2D7D2, 190.000000, [0 1 15], [0 0.03125 15], [0.0241054780781269 0.0241054780781269 0.0241054780781269], 
40.259545, 137, CCE52F79, 190.000000, [0 -6 -4], [0 -0.1875 -4], [0.0202490799129009 0.0202490799129009 0.0202490799129009], 
40.555572, 138, B37B3544, 190.000000, [0 0 -1], [0 0 -1], [0.0561405755579472 0.0561405755579472 0.0561405755579472], 
40.555572, 138, A50F49E7, 190.000000, [0 0 7], [0 0 7], [0.0589801482856274 0.0589801482856274 0.0589801482856274], 
40.555572, 138, 1B96C00C, 190.000000, [0 0 -6], [0 0 -6], [0.0331937298178673 0.0331937298178673 0.0331937298178673], 
40.555572, 138, 89A42D1A, 190.000000, [0 1 16], [0 0.03125 16], [0.0279343146830797 0.0279343146830797 0.0279343146830797], 
40.555572, 138, 9531C9E8, 190.000000, [0 0 3], [0 0 3], [0.0370908714830875 0.0370908714830875 0.0370908714830875], 
40.555572, 138, 98E2D7D2, 190.000000, [1 1 25], [0.03125 0.03125 25], [0.0245920065790415 0.0245920065790415 0.0245920065790415], 
40.555572, 138, CCE52F79, 190.000000, [0 -6 15], [0 -0.1875 15], [0.0216423030942678 0.0216423030942678 0.0216423030942678], 
40.851599, 139, B37B3544, 190.000000, [0 0 5], [0 0 5], [0.0553109534084797 0.0553109534084797 0.0553109534084797], 
40.851599, 139, A50F49E7, 190.000000, [0 0 2], [0 0 2], [0.0566053725779057 0.0566053725779057 0.0566053725779057], 
40.851599, 139, 1B96C00C, 190.000000, [0 0 -5], [0 0 -5], [0.0322668477892876 0.0322668477892876 0.0322668477892876], 
40.851599, 139, 89A42D1A, 190.000000, [0 0 13], [0 0 13], [0.0244985800236464 0.0244985800236464 0.0244985800236464], 
40.851599, 139, 9531C9E8, 190.000000, [0 0 9], [0 0 9], [0.0385168939828873 0.0385168939828873 0.0385168939828873], 
40.851599, 139, 98E2D7D2, 190.000000, [0 -1 18], [0 -0.03125 18], [0.0236095860600471 0.0236095860600471 0.0236095860600471], 
40.851599, 139, CCE52F79, 190.000000, [-1 -2 -13], [-0.03125 -0.0625 -13], [0.0203171577304602 0.0203171577304602 0.0203171577304602], 
41.147625, 140, B37B3544, 190.000000, [0 0 1], [0 0 1], [0.0539684072136879 0.0539684072136879 0.0539684072136879], 
41.147625, 140, A50F49E7, 190.000000, [0 0 4], [0 0 4], [0.0542145185172558 0.0542145185172558 0.0542145185172558], 
41.147625, 140, 1B96C00C, 190.000000, [0 0 3], [0 0 3], [0.0319922566413879 0.0319922566413879 0.0319922566413879], 
41.147625, 140, 89A42D1A, 190.000000, [0 0 10], [0 0 10], [0.0257729757577181 0.0257729757577181 0.0257729757577181], 
41.147625, 140, 9531C9E8, 190.000000, [0 0 14], [0 0 14], [0.0356246158480644 0.0356246158480644 0.0356246158480644], 
41.147625, 140, 98E2D7D2, 190.000000, [0 1 22], [0 0.03125 22], [0.022142194211483 0.022142194211483 0.022142194211483], 
41.147625, 140, CCE52F79, 190.000000, [0 5 6], [0 0.15625 6], [0.0203480236232281 0.0203480236232281 0.0203480236232281], 
41.443652, 141, B37B3544, 190.000000, [0 0 4], [0 0 4], [0.0544733479619026 0.0544733479619026 0.0544733479619026], 
41.443652, 141, A50F49E7, 190.000000, [0 0 6], [0 0 6], [0.0579073242843151 0.0579073242843151 0.0579073242843151], 
41.443652, 141, 1B96C00C, 190.000000, [0 0 2], [0 0 2], [0.0361855402588844 0.0361855402588844 0.0361855402588844], 
41.443652, 141, 89A42D1A, 190.000000, [0 0 12], [0 0 12], [0.0276220384985209 0.0276220384985209 0.0276220384985209], 
41.443652, 141, 9531C9E8, 190.000000, [0 -1 2], [0 -0.03125 2], [0.0390669591724873 0.0390669591724873 0.0390669591724873], 
41.443652, 141, 98E2D7D2, 190.000000, [0 -1 30], [0 -0.03125 30], [0.0239013601094484 0.0239013601094484 0.0239013601094484], 
41.443652, 141, CCE52F79, 190.000000, [1 1 12], [0.03125 0.03125 12], [0.0190359614789486 0.0190359614789486 0.0190359614789486], 
41.739679, 142, B37B3544, 190.000000, [0 0 5], [0 0 5], [0.0609162040054798 0.0609162040054798 0.0609162040054798], 
41.739679, 142, A50F49E7, 190.000000, [0 0 11], [0 0 11], [0.0582164339721203 0.0582164339721203 0.0582164339721203], 
41.739679, 142, 1B96C00C, 190.000000, [0 -1 -8], [0 -0.03125 -8], [0.0371416136622429 0.0371416136622429 0.0371416136622429], 
41.739679, 142, 89A42D1A, 190.000000, [0 0 -10], [0 0 -10], [0.0289839878678322 0.0289839878678322 0.0289839878678322], 
41.739679, 142, 9531C9E8, 190.000000, [0 -1 -12], [0 -0.03125 -12], [0.039191510528326 0.039191510528326 0.039191510528326], 
41.739679, 142, 98E2D7D2, 190.000000, [0 1 6], [0 0.03125 6], [0.0229015182703733 0.0229015182703733 0.0229015182703733], 
41.739679, 142, CCE52F79, 190.000000, [-1 -1 -3], [-0.03125 -0.03125 -3], [0.0218246635049582 0.0218246635049582 0.0218246635049582], 
42.035706, 143, B37B3544, 190.000000, [0 0 4], [0 0 4], [0.0649845600128174 0.0649845600128174 0.0649845600128174], 
42.035706, 143, A50F49E7, 190.000000, [0 0 -9], [0 0 -9], [0.0679186284542084 0.0679186284542084 0.0679186284542084], 
42.035706, 143, 1B96C00C, 190.000000, [0 0 -9], [0 0 -9], [0.0395044907927513 0.0395044907927513 0.0395044907927513], 
42.035706, 143, 89A42D1A, 190.000000, [0 0 -8], [0 0 -8], [0.0263492185622454 0.0263492185622454 0.0263492185622454], 
42.035706, 143, 9531C9E8, 190.000000, [0 0 -10], [0 0 -10], [0.0408804975450039 0.0408804975450039 0.0408804975450039], 
42.035706, 143, 98E2D7D2, 190.000000, [0 1 19], [0 0.03125 19], [0.0253019817173481 0.0253019817173481 0.0253019817173481], 
42.035706, 143, CCE52F79, 190.000000, [0 1 21], [0 0.03125 21], [0.0228874552994967 0.0228874552994967 0.0228874552994967], 
42.331733, 144, B37B3544, 190.000000, [0 0 -9], [0 0 -9], [0.062394056469202 0.062394056469202 0.062394056469202], 
42.331733, 144, A50F49E7, 190.000000, [0 -1 -13], [0 -0.03125 -13], [0.0721338465809822 0.0721338465809822 0.0721338465809822], 
42.331733, 144, 1B96C00C, 190.000000, [0 -1 -14], [0 -0.03125 -14], [0.0395237319171429 0.0395237319171429 0.0395237319171429], 
42.331733, 144, 89A42D1A, 190.000000, [0 -1 -7], [0 -0.03125 -7], [0.0252407770603895 0.0252407770603895 0.0252407770603895], 
42.331733, 144, 9531C9E8, 190.000000, [0 0 -10], [0 0 -10], [0.0421370565891266 0.0421370565891266 0.0421370565891266], 
42.331733, 144, 98E2D7D2, 190.000000, [0 3 15], [0 0.09375 15], [0.0219917688518763 0.0219917688518763 0.0219917688518763], 
42.331733, 144, CCE52F79, 190.000000, [0 -4 -7], [0 -0.125 -7], [0.0208467878401279 0.0208467878401279 0.0208467878401279], 
42.627760, 145, B37B3544, 190.000000, [0 0 -9], [0 0 -9], [0.0675982013344765 0.0675982013344765 0.0675982013344765], 
42.627760, 145, A50F49E7, 190.000000, [0 0 -10], [0 0 -10], [0.0676391571760178 0.0676391571760178 0.0676391571760178], 
42.627760, 145, 1B96C00C, 190.000000, [0 -1 -12], [0 -0.03125 -12], [0.0367401130497456 0.0367401130497456 0.0367401130497456], 
42.627760, 145, 89A42D1A, 190.000000, [0 0 13], [0 0 13], [0.0274561680853367 0.0274561680853367 0.0274561680853367], 
42.627760, 145, 9531C9E8, 190.000000, [0 0 7], [0 0 7], [0.0407898314297199 0.0407898314297199 0.0407898314297199], 
42.627760, 145, 98E2D7D2, 190.000000, [0 -1 -7], [0 -0.03125 -7], [0.0238598026335239 0.0238598026335239 0.0238598026335239], 
42.627760, 145, CCE52F79, 190.000000, [-1 0 18], [-0.03125 0 18], [0.0201134011149406 0.0201134011149406 0.0201134011149406], 
42.923787, 146, B37B3544, 190.000000, [0 -1 -11], [0 -0.03125 -11], [0.0628826692700386 0.0628826692700386 0.0628826692700386], 
42.923787, 146, A50F49E7, 190.000000, [0 0 -10], [0 0 -10], [0.0673209056258202 0.0673209056258202 0.0673209056258202], 
42.923787, 146, 1B96C00C, 190.000000, [0 0 -9], [0 0 -9], [0.0409346260130405 0.0409346260130405 0.0409346260130405], 
42.923787, 146, 89A42D1A, 190.000000, [0 -1 -17], [0 -0.03125 -17], [0.0269975811243057 0.0269975811243057 0.0269975811243057], 
42.923787, 146, 9531C9E8, 190.000000, [0 -1 -12], [0 -0.03125 -12], [0.0428143069148064 0.0428143069148064 0.0428143069148064], 
42.923787, 146, 98E2D7D2, 190.000000, [0 0 22], [0 0 22], [0.0230652876198292 0.0230652876198292 0.0230652876198292], 
42.923787, 146, CCE52F79, 190.000000, [0 0 2], [0 0 2], [0.0254326108843088 0.0254326108843088 0.0254326108843088], 
43.219814, 147, B37B3544, 190.000000, [0 0 -9], [0 0 -9], [0.0612044297158718 0.0612044297158718 0.0612044297158718], 
43.219814, 147, A50F49E7, 190.000000, [0 -1 -8], [0 -0.03125 -8], [0.0675822272896767 0.0675822272896767 0.0675822272896767], 
43.219814, 147, 1B96C00C, 190.000000, [0 -1 -15], [0 -0.03125 -15], [0.0407384298741817 0.0407384298741817 0.0407384298741817], 
43.219814, 147, 89A42D1A, 190.000000, [0 0 15], [0 0 15], [0.0266465228050947 0.0266465228050947 0.0266465228050947], 
43.219814, 147, 9531C9E8, 190.000000, [0 0 8], [0 0 8], [0.0387224517762661 0.0387224517762661 0.0387224517762661], 
43.219814, 147, 98E2D7D2, 190.000000, [0 1 -11], [0 0.03125 -11], [0.0237832702696323 0.0237832702696323 0.0237832702696323], 
43.219814, 147, CCE52F79, 190.000000, [0 1 -1], [0 0.03125 -1], [0.0187932271510363 0.0187932271510363 0.0187932271510363], 
43.515841, 148, B37B3544, 190.000000, [0 0 5], [0 0 5], [0.0602350644767284 0.0602350644767284 0.0602350644767284], 
43.515841, 148, A50F49E7, 190.000000, [0 0 -10], [0 0 -10], [0.0723266378045082 0.0723266378045082 0.0723266378045082], 
43.515841, 148, 1B96C00C, 190.000000, [0 0 -9], [0 0 -9], [0.0409398302435875 0.0409398302435875 0.0409398302435875], 
43.515841, 148, 89A42D1A, 190.000000, [0 0 19], [0 0 19], [0.0273170694708824 0.0273170694708824 0.0273170694708824], 
43.515841, 148, 9531C9E8, 190.000000, [0 -1 -12], [0 -0.03125 -12], [0.0408829785883427 0.0408829785883427 0.0408829785883427], 
43.515841, 148, 98E2D7D2, 190.000000, [0 0 -7], [0 0 -7], [0.0250262580811977 0.0250262580811977 0.0250262580811977], 
43.515841, 148, CCE52F79, 190.000000, [0 -5 14], [0 -0.15625 14], [0.0221674684435129 0.0221674684435129 0.0221674684435129], 
43.811868, 149, B37B3544, 190.000000, [0 0 -10], [0 0 -10], [0.0653849169611931 0.0653849169611931 0.0653849169611931], 
43.811868, 149, A50F49E7, 190.000000, [0 -1 -13], [0 -0.03125 -13], [0.0748714581131935 0.0748714581131935 0.0748714581131935], 
43.811868, 149, 1B96C00C, 190.000000, [0 1 -9], [0 0.03125 -9], [0.0396899878978729 0.0396899878978729 0.0396899878978729], 
43.811868, 149, 89A42D1A, 190.000000, [0 0 -8], [0 0 -8], [0.0284467674791813 0.0284467674791813 0.0284467674791813], 
43.811868, 149, 9531C9E8, 190.000000, [0 -1 -13], [0 -0.03125 -13], [0.0432056374847889 0.0432056374847889 0.0432056374847889], 
43.811868, 149, 98E2D7D2, 190.000000, [0 -1 -19], [0 -0.03125 -19], [0.0240751057863235 0.0240751057863235 0.0240751057863235], 
43.811868, 149, CCE52F79, 190.000000, [0 3 -12], [0 0.09375 -12], [0.0239998120814562 0.0239998120814562 0.0239998120814562], 
44.107895, 150, B37B3544, 190.000000, [0 0 -10], [0 0 -10], [0.0627488568425179 0.0627488568425179 0.0627488568425179], 
44.107895, 150, A50F49E7, 190.000000, [0 0 -10], [0 0 -10], [0.0694242492318153 0.0694242492318153 0.0694242492318153], 
44.107895, 150, 1B96C00C, 190.000000, [0 0 -10], [0 0 -10], [0.0415936820209026 0.0415936820209026 0.0415936820209026], 
44.107895, 150, 89A42D1A, 190.000000, [0 -1 -14], [0 -0.03125 -14], [0.0298840142786503 0.0298840142786503 0.0298840142786503], 
44.107895, 150, 9531C9E8, 190.000000, [0 0 -9], [0 0 -9], [0.0476931892335415 0.0476931892335415 0.0476931892335415], 
44.107895, 150, 98E2D7D2, 190.000000, [0 0 -8], [0 0 -8], [0.0221144091337919 0.0221144091337919 0.0221144091337919], 
44.107895, 150, CCE52F79, 190.000000, [1 1 15], [0.03125 0.03125 15], [0.0215454176068306 0.0215454176068306 0.0215454176068306], 
