timestamp, frameNumber, roiName, z, drPixel, drRef, confidence, userData
58.825342, 181, A376C074, 50.000000, [0 0 -3], [0 0 -3], [0.0365655682981014 0.0365655682981014 0.0365655682981014], 
58.825342, 181, 47EFF6A9, 50.000000, [0 0 -3], [0 0 -3], [0.0608916282653809 0.0608916282653809 0.0608916282653809], 
58.825342, 181, 582EB047, 50.000000, [0 0 -3], [0 0 -3], [0.0727550983428955 0.0727550983428955 0.0727550983428955], 
58.825342, 181, 2718BC92, 50.000000, [0 0 -3], [0 0 -3], [0.0685073956847191 0.0685073956847191 0.0685073956847191], 
58.825342, 181, ADD40AC0, 50.000000, [0 0 -3], [0 0 -3], [0.057246059179306 0.057246059179306 0.057246059179306], 
58.825342, 181, 950E4800, 50.000000, [0 0 -1], [0 0 -1], [0.0380317643284798 0.0380317643284798 0.0380317643284798], 
59.152150, 182, A376C074, 51.000000, [0 0 -3], [0 0 -3], [0.0399787239730358 0.0399787239730358 0.0399787239730358], 
59.152150, 182, 47EFF6A9, 51.000000, [0 0 -2], [0 0 -2], [0.0611923635005951 0.0611923635005951 0.0611923635005951], 
59.152150, 182, 582EB047, 51.000000, [0 0 -3], [0 0 -3], [0.0698858126997948 0.0698858126997948 0.0698858126997948], 
59.152150, 182, 2718BC92, 51.000000, [0 0 -2], [0 0 -2], [0.063780352473259 0.063780352473259 0.063780352473259], 
59.152150, 182, ADD40AC0, 51.000000, [0 0 -1], [0 0 -1], [0.0596023909747601 0.0596023909747601 0.0596023909747601], 
59.152150, 182, 950E4800, 51.000000, [0 0 1], [0 0 1], [0.0383293181657791 0.0383293181657791 0.0383293181657791], 
59.478958, 183, A376C074, 52.000000, [0 0 -1], [0 0 -1], [0.038031168282032 0.038031168282032 0.038031168282032], 
59.478958, 183, 47EFF6A9, 52.000000, [0 0 -4], [0 0 -4], [0.0580323487520218 0.0580323487520218 0.0580323487520218], 
59.478958, 183, 582EB047, 52.000000, [0 0 -3], [0 0 -3], [0.0685217976570129 0.0685217976570129 0.0685217976570129], 
59.478958, 183, 2718BC92, 52.000000, [0 0 -3], [0 0 -3], [0.0650059431791306 0.0650059431791306 0.0650059431791306], 
59.478958, 183, ADD40AC0, 52.000000, [0 0 -2], [0 0 -2], [0.054027434438467 0.054027434438467 0.054027434438467], 
59.478958, 183, 950E4800, 52.000000, [0 0 0], [0 0 0], [0.0373908206820488 0.0373908206820488 0.0373908206820488], 
59.805767, 184, A376C074, 53.000000, [0 0 1], [0 0 1], [0.0348366089165211 0.0348366089165211 0.0348366089165211], 
59.805767, 184, 47EFF6A9, 53.000000, [0 0 0], [0 0 0], [0.0570472739636898 0.0570472739636898 0.0570472739636898], 
59.805767, 184, 582EB047, 53.000000, [0 0 -3], [0 0 -3], [0.0676689147949219 0.0676689147949219 0.0676689147949219], 
59.805767, 184, 2718BC92, 53.000000, [0 0 0], [0 0 0], [0.066706195473671 0.066706195473671 0.066706195473671], 
59.805767, 184, ADD40AC0, 53.000000, [0 0 2], [0 0 2], [0.0543139167129993 0.0543139167129993 0.0543139167129993], 
59.805767, 184, 950E4800, 53.000000, [0 0 -6], [0 0 -6], [0.0353642366826534 0.0353642366826534 0.0353642366826534], 
60.132575, 185, A376C074, 54.000000, [0 0 -1], [0 0 -1], [0.0351922921836376 0.0351922921836376 0.0351922921836376], 
60.132575, 185, 47EFF6A9, 54.000000, [0 0 3], [0 0 3], [0.0528533346951008 0.0528533346951008 0.0528533346951008], 
60.132575, 185, 582EB047, 54.000000, [0 0 -2], [0 0 -2], [0.0649682879447937 0.0649682879447937 0.0649682879447937], 
60.132575, 185, 2718BC92, 54.000000, [0 0 -1], [0 0 -1], [0.0619740076363087 0.0619740076363087 0.0619740076363087], 
60.132575, 185, ADD40AC0, 54.000000, [0 0 0], [0 0 0], [0.0525153093039989 0.0525153093039989 0.0525153093039989], 
60.132575, 185, 950E4800, 54.000000, [0 0 1], [0 0 1], [0.0363828167319298 0.0363828167319298 0.0363828167319298], 
60.459383, 186, A376C074, 55.000000, [0 0 5], [0 0 5], [0.0326686426997185 0.0326686426997185 0.0326686426997185], 
60.459383, 186, 47EFF6A9, 55.000000, [0 0 -3], [0 0 -3], [0.053964801132679 0.053964801132679 0.053964801132679], 
60.459383, 186, 582EB047, 55.000000, [0 0 -1], [0 0 -1], [0.06532222032547 0.06532222032547 0.06532222032547], 
60.459383, 186, 2718BC92, 55.000000, [0 0 2], [0 0 2], [0.0576260462403297 0.0576260462403297 0.0576260462403297], 
60.459383, 186, ADD40AC0, 55.000000, [0 0 -1], [0 0 -1], [0.050111148506403 0.050111148506403 0.050111148506403], 
60.459383, 186, 950E4800, 55.000000, [0 0 0], [0 0 0], [0.0370973013341427 0.0370973013341427 0.0370973013341427], 
60.786192, 187, A376C074, 56.000000, [0 0 1], [0 0 1], [0.0333061218261719 0.0333061218261719 0.0333061218261719], 
60.786192, 187, 47EFF6A9, 56.000000, [0 0 1], [0 0 1], [0.0554396100342274 0.0554396100342274 0.0554396100342274], 
60.786192, 187, 582EB047, 56.000000, [0 0 0], [0 0 0], [0.0596335306763649 0.0596335306763649 0.0596335306763649], 
60.786192, 187, 2718BC92, 56.000000, [0 0 3], [0 0 3], [0.0573204234242439 0.0573204234242439 0.0573204234242439], 
60.786192, 187, ADD40AC0, 56.000000, [0 0 1], [0 0 1], [0.0517059192061424 0.0517059192061424 0.0517059192061424], 
60.786192, 187, 950E4800, 56.000000, [0 0 -5], [0 0 -5], [0.0326252244412899 0.0326252244412899 0.0326252244412899], 
61.113000, 188, A376C074, 57.000000, [0 0 7], [0 0 7], [0.0315671563148499 0.0315671563148499 0.0315671563148499], 
61.113000, 188, 47EFF6A9, 57.000000, [0 0 2], [0 0 2], [0.0570415705442429 0.0570415705442429 0.0570415705442429], 
61.113000, 188, 582EB047, 57.000000, [0 0 2], [0 0 2], [0.0613389313220978 0.0613389313220978 0.0613389313220978], 
61.113000, 188, 2718BC92, 57.000000, [0 0 3], [0 0 3], [0.0610002502799034 0.0610002502799034 0.0610002502799034], 
61.113000, 188, ADD40AC0, 57.000000, [0 0 1], [0 0 1], [0.051229789853096 0.051229789853096 0.051229789853096], 
61.113000, 188, 950E4800, 57.000000, [0 0 -8], [0 0 -8], [0.0321351774036884 0.0321351774036884 0.0321351774036884], 
61.439808, 189, A376C074, 58.000000, [0 0 -1], [0 0 -1], [0.030081145465374 0.030081145465374 0.030081145465374], 
61.439808, 189, 47EFF6A9, 58.000000, [0 0 3], [0 0 3], [0.0557421818375587 0.0557421818375587 0.0557421818375587], 
61.439808, 189, 582EB047, 58.000000, [0 0 4], [0 0 4], [0.0592143833637238 0.0592143833637238 0.0592143833637238], 
61.439808, 189, 2718BC92, 58.000000, [0 0 5], [0 0 5], [0.06062176451087 0.06062176451087 0.06062176451087], 
61.439808, 189, ADD40AC0, 58.000000, [0 0 4], [0 0 4], [0.0527138784527779 0.0527138784527779 0.0527138784527779], 
61.439808, 189, 950E4800, 58.000000, [0 0 5], [0 0 5], [0.0335892029106617 0.0335892029106617 0.0335892029106617], 
61.439808, 189, 1047862B, 58.000000, [0 0 2], [0 0 2], [0.0222344938665628 0.0222344938665628 0.0222344938665628], 
61.766617, 190, A376C074, 59.000000, [0 0 5], [0 0 5], [0.0339367464184761 0.0339367464184761 0.0339367464184761], 
61.766617, 190, 47EFF6A9, 59.000000, [0 0 -1], [0 0 -1], [0.0513013787567616 0.0513013787567616 0.0513013787567616], 
61.766617, 190, 582EB047, 59.000000, [0 0 0], [0 0 0], [0.0589724667370319 0.0589724667370319 0.0589724667370319], 
61.766617, 190, 2718BC92, 59.000000, [0 0 -3], [0 0 -3], [0.0555991195142269 0.0555991195142269 0.0555991195142269], 
61.766617, 190, ADD40AC0, 59.000000, [0 0 2], [0 0 2], [0.0519978106021881 0.0519978106021881 0.0519978106021881], 
61.766617, 190, 950E4800, 59.000000, [0 0 -3], [0 0 -3], [0.0341447740793228 0.0341447740793228 0.0341447740793228], 
61.766617, 190, 1047862B, 59.000000, [0 0 0], [0 0 0], [0.0276622697710991 0.0276622697710991 0.0276622697710991], 
62.093425, 191, A376C074, 60.000000, [0 0 5], [0 0 5], [0.0302059426903725 0.0302059426903725 0.0302059426903725], 
62.093425, 191, 47EFF6A9, 60.000000, [0 0 -1], [0 0 -1], [0.0522642321884632 0.0522642321884632 0.0522642321884632], 
62.093425, 191, 582EB047, 60.000000, [0 0 2], [0 0 2], [0.0527244433760643 0.0527244433760643 0.0527244433760643], 
62.093425, 191, 2718BC92, 60.000000, [0 0 0], [0 0 0], [0.0568337105214596 0.0568337105214596 0.0568337105214596], 
62.093425, 191, ADD40AC0, 60.000000, [0 0 -3], [0 0 -3], [0.0473348088562489 0.0473348088562489 0.0473348088562489], 
62.093425, 191, 950E4800, 60.000000, [0 0 7], [0 0 7], [0.0327800661325455 0.0327800661325455 0.0327800661325455], 
62.093425, 191, 1047862B, 60.000000, [0 0 -16], [0 0 -16], [0.0236183870583773 0.0236183870583773 0.0236183870583773], 
62.420234, 192, A376C074, 61.000000, [0 0 6], [0 0 6], [0.031262181699276 0.031262181699276 0.031262181699276], 
62.420234, 192, 47EFF6A9, 61.000000, [0 0 4], [0 0 4], [0.0528206266462803 0.0528206266462803 0.0528206266462803], 
62.420234, 192, 582EB047, 61.000000, [0 0 1], [0 0 1], [0.0553872212767601 0.0553872212767601 0.0553872212767601], 
62.420234, 192, 2718BC92, 61.000000, [0 0 9], [0 0 9], [0.0554522462189198 0.0554522462189198 0.0554522462189198], 
62.420234, 192, ADD40AC0, 61.000000, [0 0 -1], [0 0 -1], [0.0538803040981293 0.0538803040981293 0.0538803040981293], 
62.420234, 192, 950E4800, 61.000000, [0 0 0], [0 0 0], [0.0332409776747227 0.0332409776747227 0.0332409776747227], 
62.420234, 192, 1047862B, 61.000000, [0 0 0], [0 0 0], [0.0243150368332863 0.0243150368332863 0.0243150368332863], 
62.747042, 193, A376C074, 62.000000, [0 0 6], [0 0 6], [0.0326759815216064 0.0326759815216064 0.0326759815216064], 
62.747042, 193, 47EFF6A9, 62.000000, [0 0 -2], [0 0 -2], [0.0481077991425991 0.0481077991425991 0.0481077991425991], 
62.747042, 193, 582EB047, 62.000000, [0 0 0], [0 0 0], [0.0552311576902866 0.0552311576902866 0.0552311576902866], 
62.747042, 193, 2718BC92, 62.000000, [0 0 -3], [0 0 -3], [0.0538249425590038 0.0538249425590038 0.0538249425590038], 
62.747042, 193, ADD40AC0, 62.000000, [0 0 0], [0 0 0], [0.0509003587067127 0.0509003587067127 0.0509003587067127], 
62.747042, 193, 950E4800, 62.000000, [0 0 0], [0 0 0], [0.0333876200020313 0.0333876200020313 0.0333876200020313], 
62.747042, 193, 1047862B, 62.000000, [0 0 -3], [0 0 -3], [0.026802321895957 0.026802321895957 0.026802321895957], 
63.073851, 194, A376C074, 63.000000, [0 0 4], [0 0 4], [0.0320104323327541 0.0320104323327541 0.0320104323327541], 
63.073851, 194, 47EFF6A9, 63.000000, [0 0 11], [0 0 11], [0.0473749227821827 0.0473749227821827 0.0473749227821827], 
63.073851, 194, 582EB047, 63.000000, [0 0 9], [0 0 9], [0.0516424737870693 0.0516424737870693 0.0516424737870693], 
63.073851, 194, 2718BC92, 63.000000, [0 0 8], [0 0 8], [0.0543520525097847 0.0543520525097847 0.0543520525097847], 
63.073851, 194, ADD40AC0, 63.000000, [0 0 -2], [0 0 -2], [0.047897532582283 0.047897532582283 0.047897532582283], 
63.073851, 194, 950E4800, 63.000000, [0 0 -2], [0 0 -2], [0.0324381217360497 0.0324381217360497 0.0324381217360497], 
63.073851, 194, 1047862B, 63.000000, [0 0 -12], [0 0 -12], [0.024016497656703 0.024016497656703 0.024016497656703], 
